Data;Produto;UnidadesProduzidas
2024-09-27 13:00:00;Produto B;96
2024-04-29 22:00:00;Produto A;26
2024-06-21 15:00:00;Produto A;70
2024-05-31 20:00:00;Produto B;58
2024-07-03 16:00:00;Produto B;40
2024-02-23 04:00:00;Produto C;51
2024-08-30 03:00:00;Produto A;5
2024-01-13 14:00:00;Produto C;77
2024-01-27 14:00:00;Produto B;32
2024-01-03 07:00:00;Produto B;80
2024-12-29 05:00:00;Produto C;1
2024-12-05 14:00:00;Produto B;77
2024-03-29 13:00:00;Produto A;54
2024-01-16 04:00:00;Produto C;11
2024-10-10 17:00:00;Produto A;53
2024-07-11 13:00:00;Produto A;8
2024-08-01 14:00:00;Produto A;25
2024-08-01 10:00:00;Produto C;40
2024-03-09 14:00:00;Produto B;32
2024-02-08 06:00:00;Produto A;88
2024-04-26 13:00:00;Produto A;28
2024-09-28 02:00:00;Produto A;78
2024-09-01 14:00:00;Produto B;3
2024-03-04 19:00:00;Produto B;91
2024-12-06 12:00:00;Produto C;84
2024-05-19 09:00:00;Produto B;79
2024-11-15 17:00:00;Produto C;62
2024-10-16 13:00:00;Produto C;27
2024-10-13 18:00:00;Produto C;45
2024-03-20 10:00:00;Produto C;92
2024-05-08 14:00:00;Produto C;25
2024-12-05 16:00:00;Produto A;61
2024-08-27 14:00:00;Produto B;44
2024-02-14 06:00:00;Produto A;97
2024-03-23 08:00:00;Produto C;46
2024-02-24 00:00:00;Produto B;14
2024-09-16 13:00:00;Produto A;8
2024-11-14 09:00:00;Produto A;48
2024-01-06 05:00:00;Produto C;14
2024-07-12 00:00:00;Produto A;65
2024-09-19 00:00:00;Produto A;80
2024-05-29 20:00:00;Produto A;82
2024-09-14 00:00:00;Produto A;7
2024-11-11 01:00:00;Produto A;79
2024-12-10 02:00:00;Produto C;88
2024-01-10 16:00:00;Produto C;49
2024-09-22 11:00:00;Produto A;55
2024-06-24 06:00:00;Produto C;13
2024-11-26 23:00:00;Produto C;73
2024-10-14 03:00:00;Produto B;56
2024-10-07 18:00:00;Produto A;56
2024-04-13 00:00:00;Produto C;15
2024-04-24 03:00:00;Produto C;57
2024-08-13 01:00:00;Produto A;58
2024-03-14 09:00:00;Produto B;35
2024-02-06 12:00:00;Produto A;88
2024-06-07 20:00:00;Produto B;97
2024-03-01 20:00:00;Produto A;16
2024-03-13 05:00:00;Produto A;8
2024-03-07 21:00:00;Produto A;93
2024-08-22 06:00:00;Produto A;87
2024-10-08 23:00:00;Produto B;45
2024-10-18 02:00:00;Produto B;95
2024-05-26 13:00:00;Produto C;40
2024-06-04 15:00:00;Produto A;54
2024-12-17 10:00:00;Produto B;14
2024-04-17 22:00:00;Produto B;59
2024-02-14 07:00:00;Produto B;94
2024-06-29 04:00:00;Produto A;53
2024-08-10 14:00:00;Produto C;27
2024-01-01 05:00:00;Produto B;47
2024-11-08 01:00:00;Produto A;80
2024-12-26 19:00:00;Produto B;6
2024-12-07 11:00:00;Produto B;55
2024-09-05 14:00:00;Produto C;97
2024-01-05 21:00:00;Produto B;44
2024-04-16 07:00:00;Produto B;18
2024-08-19 16:00:00;Produto A;16
2024-06-27 17:00:00;Produto A;12
2024-02-05 06:00:00;Produto C;20
2024-09-20 04:00:00;Produto A;45
2024-09-26 13:00:00;Produto A;64
2024-01-10 08:00:00;Produto C;59
2024-06-24 08:00:00;Produto B;93
2024-09-18 19:00:00;Produto C;94
2024-03-26 08:00:00;Produto A;90
2024-09-16 17:00:00;Produto C;22
2024-03-17 04:00:00;Produto B;97
2024-03-20 21:00:00;Produto C;47
2024-06-25 10:00:00;Produto A;29
2024-10-18 04:00:00;Produto A;86
2024-03-25 10:00:00;Produto C;45
2024-06-05 00:00:00;Produto B;77
2024-01-01 09:00:00;Produto C;9
2024-01-11 20:00:00;Produto B;24
2024-09-08 14:00:00;Produto B;15
2024-04-02 11:00:00;Produto C;36
2024-10-20 09:00:00;Produto B;13
2024-03-26 20:00:00;Produto A;91
2024-08-08 07:00:00;Produto C;44
2024-03-08 11:00:00;Produto B;71
2024-12-20 16:00:00;Produto A;72
2024-02-25 22:00:00;Produto C;78
2024-04-28 00:00:00;Produto A;76
2024-04-27 16:00:00;Produto A;36
2024-03-24 02:00:00;Produto A;61
2024-05-25 10:00:00;Produto B;81
2024-11-28 16:00:00;Produto C;40
2024-03-07 20:00:00;Produto C;93
2024-01-10 19:00:00;Produto B;27
2024-03-20 12:00:00;Produto C;1
2024-12-22 23:00:00;Produto A;34
2024-05-27 02:00:00;Produto C;68
2024-08-07 00:00:00;Produto B;88
2024-04-19 19:00:00;Produto A;21
2024-12-06 02:00:00;Produto B;33
2024-04-16 16:00:00;Produto A;7
2024-08-13 15:00:00;Produto A;65
2024-05-21 07:00:00;Produto C;3
2024-09-04 23:00:00;Produto A;51
2024-08-15 20:00:00;Produto B;79
2024-11-29 15:00:00;Produto C;95
2024-09-24 05:00:00;Produto B;54
2024-10-16 05:00:00;Produto A;80
2024-07-19 20:00:00;Produto B;74
2024-04-30 18:00:00;Produto B;93
2024-11-10 10:00:00;Produto A;59
2024-01-04 05:00:00;Produto C;6
2024-11-11 17:00:00;Produto B;29
2024-06-25 03:00:00;Produto A;17
2024-01-26 00:00:00;Produto C;60
2024-02-14 09:00:00;Produto C;22
2024-03-30 00:00:00;Produto C;24
2024-10-16 07:00:00;Produto B;81
2024-11-21 04:00:00;Produto B;85
2024-09-30 13:00:00;Produto B;51
2024-09-06 08:00:00;Produto C;50
2024-08-02 06:00:00;Produto B;11
2024-07-13 14:00:00;Produto A;56
2024-04-01 06:00:00;Produto B;71
2024-04-23 00:00:00;Produto B;42
2024-04-01 08:00:00;Produto C;39
2024-02-22 00:00:00;Produto B;69
2024-06-17 01:00:00;Produto A;48
2024-03-24 05:00:00;Produto C;57
2024-06-02 15:00:00;Produto A;21
2024-06-16 10:00:00;Produto C;82
2024-03-23 02:00:00;Produto C;99
2024-12-15 13:00:00;Produto B;20
2024-08-28 05:00:00;Produto A;15
2024-02-20 02:00:00;Produto C;69
2024-12-04 23:00:00;Produto B;77
2024-08-19 23:00:00;Produto C;51
2024-11-15 11:00:00;Produto C;76
2024-08-27 06:00:00;Produto C;62
2024-08-29 04:00:00;Produto C;85
2024-08-13 08:00:00;Produto C;37
2024-12-27 05:00:00;Produto C;6
2024-02-08 10:00:00;Produto B;71
2024-01-18 11:00:00;Produto C;26
2024-04-01 20:00:00;Produto A;8
2024-02-16 16:00:00;Produto B;73
2024-02-09 14:00:00;Produto A;91
2024-04-07 08:00:00;Produto C;4
2024-08-11 21:00:00;Produto A;21
2024-04-03 11:00:00;Produto C;31
2024-04-20 05:00:00;Produto C;21
2024-07-11 04:00:00;Produto B;25
2024-03-18 17:00:00;Produto B;15
2024-09-08 04:00:00;Produto C;35
2024-11-01 06:00:00;Produto B;49
2024-09-22 11:00:00;Produto A;43
2024-09-21 23:00:00;Produto B;41
2024-11-23 15:00:00;Produto B;37
2024-05-14 12:00:00;Produto A;57
2024-06-03 23:00:00;Produto B;42
2024-04-08 19:00:00;Produto C;47
2024-04-30 11:00:00;Produto A;92
2024-06-05 12:00:00;Produto C;61
2024-06-25 01:00:00;Produto A;14
2024-01-04 22:00:00;Produto C;68
2024-04-21 10:00:00;Produto C;53
2024-10-14 10:00:00;Produto B;84
2024-02-03 01:00:00;Produto C;34
2024-03-29 04:00:00;Produto B;76
2024-08-28 19:00:00;Produto A;97
2024-09-13 22:00:00;Produto C;24
2024-02-03 22:00:00;Produto C;20
2024-01-15 09:00:00;Produto A;69
2024-12-22 10:00:00;Produto A;30
2024-04-11 19:00:00;Produto C;88
2024-11-20 07:00:00;Produto A;7
2024-02-11 00:00:00;Produto B;36
2024-11-20 14:00:00;Produto A;38
2024-02-04 11:00:00;Produto A;80
2024-05-27 03:00:00;Produto C;52
2024-10-24 19:00:00;Produto B;15
2024-07-04 11:00:00;Produto A;46
2024-06-10 12:00:00;Produto B;23
2024-09-05 07:00:00;Produto B;12
2024-01-06 06:00:00;Produto B;93
2024-05-12 09:00:00;Produto C;44
2024-09-08 00:00:00;Produto A;15
2024-07-31 21:00:00;Produto C;93
2024-06-21 18:00:00;Produto A;49
2024-10-26 20:00:00;Produto A;21
2024-05-20 08:00:00;Produto C;15
2024-06-07 05:00:00;Produto B;14
2024-03-15 16:00:00;Produto B;42
2024-08-26 20:00:00;Produto A;80
2024-05-24 20:00:00;Produto C;15
2024-05-22 09:00:00;Produto B;63
2024-03-09 13:00:00;Produto B;68
2024-05-06 06:00:00;Produto A;27
2024-04-29 16:00:00;Produto A;87
2024-05-08 00:00:00;Produto C;93
2024-03-18 06:00:00;Produto A;53
2024-06-16 13:00:00;Produto B;52
2024-07-13 06:00:00;Produto B;63
2024-09-28 10:00:00;Produto B;73
2024-07-28 15:00:00;Produto B;53
2024-04-22 20:00:00;Produto C;57
2024-10-23 08:00:00;Produto C;52
2024-12-15 17:00:00;Produto A;43
2024-05-26 03:00:00;Produto A;7
2024-09-26 00:00:00;Produto A;42
2024-06-24 12:00:00;Produto C;4
2024-11-28 02:00:00;Produto B;69
2024-01-23 08:00:00;Produto A;5
2024-03-08 17:00:00;Produto B;75
2024-11-28 05:00:00;Produto A;92
2024-12-23 09:00:00;Produto A;80
2024-12-02 06:00:00;Produto A;41
2024-12-27 02:00:00;Produto A;94
2024-12-24 17:00:00;Produto A;4
2024-09-27 10:00:00;Produto B;2
2024-05-30 00:00:00;Produto A;67
2024-10-09 15:00:00;Produto B;21
2024-07-26 03:00:00;Produto C;70
2024-02-20 05:00:00;Produto A;43
2024-03-23 22:00:00;Produto B;82
2024-08-08 19:00:00;Produto C;69
2024-05-28 20:00:00;Produto C;9
2024-09-05 23:00:00;Produto C;84
2024-09-20 08:00:00;Produto B;28
2024-07-01 12:00:00;Produto A;26
2024-07-17 05:00:00;Produto A;82
2024-04-23 01:00:00;Produto B;83
2024-08-20 20:00:00;Produto A;3
2024-02-10 06:00:00;Produto B;73
2024-07-25 00:00:00;Produto A;95
2024-05-23 00:00:00;Produto C;49
2024-01-29 16:00:00;Produto A;17
2024-06-25 19:00:00;Produto B;63
2024-06-03 05:00:00;Produto B;55
2024-12-21 13:00:00;Produto C;23
2024-08-03 22:00:00;Produto B;34
2024-10-06 08:00:00;Produto A;69
2024-07-03 06:00:00;Produto A;15
2024-03-14 07:00:00;Produto C;47
2024-04-13 10:00:00;Produto B;3
2024-12-01 18:00:00;Produto C;83
2024-02-09 15:00:00;Produto A;28
2024-03-27 15:00:00;Produto C;3
2024-04-23 05:00:00;Produto B;4
2024-07-07 12:00:00;Produto C;88
2024-12-19 05:00:00;Produto B;31
2024-10-31 15:00:00;Produto B;45
2024-10-26 10:00:00;Produto A;59
2024-03-27 01:00:00;Produto A;45
2024-02-02 00:00:00;Produto A;75
2024-08-16 18:00:00;Produto B;37
2024-10-03 21:00:00;Produto C;65
2024-07-30 19:00:00;Produto B;9
2024-08-06 00:00:00;Produto A;17
2024-08-29 13:00:00;Produto A;65
2024-07-24 06:00:00;Produto C;3
2024-09-07 16:00:00;Produto A;26
2024-05-18 23:00:00;Produto A;53
2024-11-30 22:00:00;Produto A;31
2024-07-22 01:00:00;Produto C;26
2024-03-02 17:00:00;Produto B;23
2024-09-19 17:00:00;Produto A;30
2024-05-23 19:00:00;Produto C;10
2024-01-03 06:00:00;Produto A;72
2024-11-14 11:00:00;Produto C;89
2024-05-24 06:00:00;Produto A;64
2024-02-04 16:00:00;Produto C;22
2024-09-05 02:00:00;Produto A;15
2024-12-20 23:00:00;Produto B;56
2024-10-27 21:00:00;Produto A;74
2024-05-17 22:00:00;Produto C;20
2024-05-17 12:00:00;Produto A;47
2024-10-07 02:00:00;Produto B;87
2024-10-27 18:00:00;Produto A;53
2024-11-20 00:00:00;Produto C;53
2024-06-02 03:00:00;Produto C;1
2024-05-07 06:00:00;Produto B;2
2024-11-28 02:00:00;Produto C;58
2024-03-30 07:00:00;Produto A;19
2024-08-04 23:00:00;Produto A;62
2024-04-15 18:00:00;Produto A;78
2024-07-08 11:00:00;Produto C;72
2024-08-22 03:00:00;Produto A;12
2024-12-14 04:00:00;Produto A;26
2024-10-02 12:00:00;Produto A;27
2024-07-27 13:00:00;Produto B;29
2024-02-04 06:00:00;Produto C;15
2024-02-09 07:00:00;Produto C;46
2024-09-13 06:00:00;Produto C;1
2024-07-03 09:00:00;Produto B;60
2024-04-01 14:00:00;Produto C;92
2024-06-25 18:00:00;Produto B;57
2024-06-02 23:00:00;Produto B;3
2024-05-23 20:00:00;Produto C;18
2024-02-24 12:00:00;Produto A;52
2024-06-23 01:00:00;Produto A;60
2024-12-28 17:00:00;Produto C;34
2024-10-12 12:00:00;Produto C;96
2024-09-08 11:00:00;Produto B;93
2024-05-29 18:00:00;Produto C;89
2024-07-20 17:00:00;Produto B;60
2024-02-28 17:00:00;Produto C;26
2024-07-09 06:00:00;Produto A;72
2024-07-06 03:00:00;Produto A;19
2024-03-05 19:00:00;Produto C;22
2024-02-03 12:00:00;Produto B;93
2024-02-23 07:00:00;Produto A;33
2024-10-22 03:00:00;Produto B;38
2024-09-06 10:00:00;Produto C;35
2024-08-22 03:00:00;Produto C;67
2024-02-27 19:00:00;Produto A;83
2024-04-21 15:00:00;Produto C;10
2024-03-28 18:00:00;Produto A;91
2024-12-06 13:00:00;Produto B;15
2024-06-24 23:00:00;Produto A;11
2024-07-20 07:00:00;Produto A;90
2024-04-25 08:00:00;Produto B;24
2024-05-12 18:00:00;Produto A;77
2024-04-17 05:00:00;Produto A;96
2024-04-18 07:00:00;Produto C;4
2024-06-17 01:00:00;Produto B;13
2024-12-17 04:00:00;Produto A;73
2024-02-24 08:00:00;Produto B;57
2024-11-03 00:00:00;Produto B;98
2024-09-01 21:00:00;Produto A;37
2024-02-24 05:00:00;Produto C;48
2024-04-15 21:00:00;Produto B;71
2024-03-26 11:00:00;Produto A;1
2024-10-10 17:00:00;Produto B;60
2024-12-25 17:00:00;Produto C;12
2024-01-04 02:00:00;Produto C;21
2024-10-17 21:00:00;Produto C;11
2024-08-16 03:00:00;Produto A;44
2024-12-09 00:00:00;Produto A;58
2024-10-26 08:00:00;Produto C;44
2024-08-29 12:00:00;Produto A;78
2024-10-24 13:00:00;Produto C;98
2024-03-08 14:00:00;Produto A;34
2024-12-01 01:00:00;Produto C;25
2024-01-15 05:00:00;Produto B;4
2024-03-27 10:00:00;Produto C;64
2024-11-29 00:00:00;Produto C;90
2024-01-27 21:00:00;Produto A;16
2024-06-26 15:00:00;Produto A;10
2024-09-12 16:00:00;Produto A;66
2024-12-26 06:00:00;Produto A;35
2024-05-03 17:00:00;Produto A;83
2024-05-06 04:00:00;Produto A;6
2024-11-14 11:00:00;Produto B;19
2024-04-21 17:00:00;Produto C;59
2024-05-31 05:00:00;Produto C;53
2024-06-25 01:00:00;Produto C;8
2024-05-07 19:00:00;Produto B;78
2024-09-04 13:00:00;Produto C;10
2024-02-27 18:00:00;Produto B;67
2024-04-29 10:00:00;Produto B;38
2024-07-18 12:00:00;Produto B;29
2024-08-16 18:00:00;Produto C;15
2024-06-20 20:00:00;Produto B;87
2024-12-13 12:00:00;Produto C;23
2024-06-09 10:00:00;Produto C;82
2024-08-13 15:00:00;Produto A;46
2024-11-15 23:00:00;Produto A;83
2024-10-11 03:00:00;Produto B;28
2024-12-15 02:00:00;Produto B;26
2024-02-25 13:00:00;Produto C;10
2024-06-21 22:00:00;Produto B;47
2024-10-08 22:00:00;Produto B;4
2024-04-22 23:00:00;Produto C;55
2024-07-21 05:00:00;Produto B;66
2024-09-15 20:00:00;Produto B;67
2024-11-07 15:00:00;Produto C;7
2024-08-13 08:00:00;Produto C;55
2024-11-17 11:00:00;Produto A;80
2024-03-14 10:00:00;Produto C;31
2024-10-22 21:00:00;Produto A;74
2024-11-15 18:00:00;Produto B;19
2024-09-12 02:00:00;Produto C;28
2024-01-21 01:00:00;Produto C;81
2024-01-07 09:00:00;Produto C;28
2024-11-13 09:00:00;Produto B;19
2024-03-04 12:00:00;Produto A;87
2024-03-29 08:00:00;Produto B;20
2024-04-07 15:00:00;Produto B;13
2024-08-02 00:00:00;Produto C;77
2024-08-28 00:00:00;Produto A;43
2024-02-21 16:00:00;Produto B;11
2024-01-03 12:00:00;Produto C;48
2024-03-09 07:00:00;Produto B;15
2024-09-14 17:00:00;Produto B;17
2024-11-28 02:00:00;Produto C;54
2024-02-22 04:00:00;Produto C;50
2024-06-24 03:00:00;Produto A;28
2024-12-14 11:00:00;Produto B;83
2024-05-27 21:00:00;Produto C;4
2024-06-23 21:00:00;Produto C;22
2024-10-19 01:00:00;Produto A;86
2024-10-04 19:00:00;Produto A;39
2024-04-06 18:00:00;Produto C;34
2024-06-19 10:00:00;Produto A;97
2024-10-17 00:00:00;Produto C;44
2024-05-05 04:00:00;Produto B;42
2024-08-02 00:00:00;Produto A;40
2024-01-14 17:00:00;Produto B;97
2024-05-31 16:00:00;Produto B;12
2024-11-28 14:00:00;Produto B;2
2024-06-20 03:00:00;Produto C;28
2024-02-25 21:00:00;Produto B;74
2024-12-16 07:00:00;Produto B;86
2024-01-15 02:00:00;Produto B;81
2024-09-02 15:00:00;Produto C;90
2024-04-22 20:00:00;Produto B;67
2024-03-13 22:00:00;Produto B;71
2024-08-21 12:00:00;Produto A;72
2024-04-10 21:00:00;Produto C;84
2024-10-23 15:00:00;Produto B;76
2024-08-09 15:00:00;Produto A;99
2024-10-02 09:00:00;Produto C;81
2024-08-12 11:00:00;Produto C;92
2024-06-15 09:00:00;Produto C;10
2024-12-27 16:00:00;Produto C;86
2024-12-01 04:00:00;Produto C;57
2024-12-09 06:00:00;Produto C;97
2024-07-22 01:00:00;Produto B;86
2024-07-19 06:00:00;Produto B;37
2024-12-24 00:00:00;Produto B;77
2024-09-03 09:00:00;Produto B;91
2024-10-23 20:00:00;Produto A;64
2024-05-11 13:00:00;Produto B;79
2024-01-17 06:00:00;Produto C;86
2024-07-03 14:00:00;Produto B;94
2024-11-16 06:00:00;Produto B;40
2024-06-25 08:00:00;Produto C;98
2024-11-29 15:00:00;Produto B;60
2024-03-04 09:00:00;Produto B;98
2024-03-03 12:00:00;Produto B;48
2024-10-07 17:00:00;Produto A;99
2024-05-17 06:00:00;Produto B;19
2024-07-30 21:00:00;Produto C;72
2024-04-10 19:00:00;Produto C;33
2024-05-06 18:00:00;Produto B;44
2024-07-06 09:00:00;Produto B;92
2024-03-02 02:00:00;Produto B;37
2024-05-28 09:00:00;Produto C;89
2024-01-26 14:00:00;Produto C;36
2024-08-12 16:00:00;Produto A;81
2024-11-16 13:00:00;Produto A;88
2024-05-14 07:00:00;Produto A;21
2024-10-24 10:00:00;Produto C;2
2024-04-21 03:00:00;Produto A;31
2024-11-28 12:00:00;Produto B;97
2024-01-06 10:00:00;Produto B;30
2024-05-04 07:00:00;Produto C;76
2024-06-27 06:00:00;Produto A;44
2024-10-23 22:00:00;Produto B;12
2024-12-08 22:00:00;Produto C;51
2024-11-16 14:00:00;Produto A;49
2024-10-03 16:00:00;Produto B;24
2024-08-15 20:00:00;Produto A;24
2024-02-08 08:00:00;Produto C;60
2024-11-11 04:00:00;Produto A;11
2024-12-27 20:00:00;Produto C;13
2024-12-20 06:00:00;Produto A;91
2024-05-15 01:00:00;Produto B;72
2024-01-23 17:00:00;Produto C;74
2024-06-30 02:00:00;Produto C;72
2024-06-07 18:00:00;Produto C;64
2024-10-27 06:00:00;Produto A;20
2024-03-25 16:00:00;Produto A;72
2024-12-17 12:00:00;Produto B;73
2024-01-12 07:00:00;Produto C;71
2024-05-26 07:00:00;Produto C;78
2024-03-14 19:00:00;Produto A;28
2024-06-30 17:00:00;Produto A;2
2024-10-21 13:00:00;Produto B;43
2024-02-08 08:00:00;Produto B;8
2024-12-07 06:00:00;Produto A;13
2024-05-22 22:00:00;Produto C;85
2024-07-03 19:00:00;Produto B;92
2024-06-05 16:00:00;Produto A;35
2024-03-26 10:00:00;Produto A;23
2024-02-18 13:00:00;Produto C;46
2024-12-22 23:00:00;Produto A;15
2024-03-25 17:00:00;Produto A;2
2024-09-26 11:00:00;Produto B;61
2024-01-07 01:00:00;Produto A;76
2024-07-01 20:00:00;Produto A;64
2024-11-22 08:00:00;Produto B;52
2024-12-25 07:00:00;Produto C;36
2024-12-06 13:00:00;Produto C;67
2024-04-19 16:00:00;Produto B;69
2024-07-06 06:00:00;Produto B;67
2024-12-01 16:00:00;Produto C;47
2024-11-08 23:00:00;Produto C;83
2024-03-17 04:00:00;Produto C;2
2024-07-19 05:00:00;Produto C;44
2024-02-03 14:00:00;Produto C;64
2024-11-07 22:00:00;Produto B;81
2024-12-07 18:00:00;Produto A;78
2024-03-18 20:00:00;Produto C;28
2024-11-24 06:00:00;Produto C;91
2024-08-25 02:00:00;Produto A;54
2024-11-22 03:00:00;Produto A;74
2024-08-14 05:00:00;Produto A;67
2024-05-28 12:00:00;Produto A;36
2024-02-27 21:00:00;Produto A;63
2024-10-30 02:00:00;Produto A;25
2024-02-04 08:00:00;Produto B;86
2024-04-04 09:00:00;Produto A;48
2024-02-09 00:00:00;Produto A;39
2024-09-23 18:00:00;Produto B;47
2024-06-09 05:00:00;Produto A;94
2024-03-15 20:00:00;Produto C;21
2024-12-09 13:00:00;Produto C;30
2024-10-27 14:00:00;Produto A;92
2024-01-31 06:00:00;Produto B;31
2024-04-24 00:00:00;Produto C;26
2024-03-20 17:00:00;Produto B;22
2024-11-15 01:00:00;Produto C;21
2024-04-12 18:00:00;Produto A;1
2024-10-31 16:00:00;Produto B;37
2024-12-07 10:00:00;Produto B;77
2024-11-25 10:00:00;Produto B;85
2024-07-22 04:00:00;Produto C;46
2024-10-30 15:00:00;Produto C;9
2024-02-07 04:00:00;Produto C;17
2024-07-13 19:00:00;Produto A;47
2024-03-21 13:00:00;Produto C;85
2024-02-27 12:00:00;Produto A;95
2024-02-23 18:00:00;Produto B;59
2024-03-09 08:00:00;Produto B;54
2024-11-08 02:00:00;Produto A;86
2024-02-20 18:00:00;Produto C;12
2024-07-28 00:00:00;Produto A;64
2024-10-13 17:00:00;Produto B;6
2024-02-09 18:00:00;Produto B;53
2024-10-30 19:00:00;Produto A;16
2024-02-10 14:00:00;Produto C;90
2024-06-21 05:00:00;Produto C;5
2024-08-11 18:00:00;Produto A;73
2024-06-14 12:00:00;Produto A;46
2024-08-08 15:00:00;Produto C;14
2024-12-08 20:00:00;Produto B;44
2024-05-05 20:00:00;Produto A;63
2024-06-17 04:00:00;Produto C;94
2024-07-30 04:00:00;Produto C;52
2024-08-06 01:00:00;Produto B;26
2024-01-14 05:00:00;Produto B;53
2024-04-09 20:00:00;Produto B;29
2024-03-31 02:00:00;Produto B;19
2024-04-24 09:00:00;Produto B;47
2024-03-07 07:00:00;Produto A;8
2024-09-14 15:00:00;Produto C;23
2024-06-12 18:00:00;Produto A;35
2024-02-24 16:00:00;Produto A;95
2024-06-28 15:00:00;Produto A;53
2024-10-31 18:00:00;Produto A;99
2024-04-09 07:00:00;Produto A;96
2024-05-14 23:00:00;Produto B;58
2024-03-30 03:00:00;Produto B;5
2024-03-12 00:00:00;Produto C;16
2024-10-15 12:00:00;Produto A;17
2024-01-16 02:00:00;Produto C;32
2024-04-18 12:00:00;Produto B;96
2024-06-27 14:00:00;Produto B;52
2024-06-04 18:00:00;Produto B;20
2024-04-12 21:00:00;Produto A;66
2024-07-18 19:00:00;Produto A;84
2024-09-13 06:00:00;Produto B;82
2024-01-24 04:00:00;Produto C;1
2024-04-27 00:00:00;Produto C;58
2024-08-02 14:00:00;Produto B;93
2024-11-11 01:00:00;Produto C;93
2024-04-23 07:00:00;Produto B;83
2024-09-28 02:00:00;Produto C;44
2024-06-04 21:00:00;Produto B;6
2024-06-15 14:00:00;Produto C;50
2024-04-10 03:00:00;Produto A;72
2024-01-13 06:00:00;Produto B;88
2024-08-10 15:00:00;Produto B;20
2024-02-17 08:00:00;Produto C;14
2024-03-27 00:00:00;Produto B;5
2024-10-19 01:00:00;Produto B;41
2024-07-08 07:00:00;Produto B;40
2024-02-11 23:00:00;Produto A;34
2024-08-14 21:00:00;Produto A;80
2024-08-11 00:00:00;Produto C;45
2024-02-29 19:00:00;Produto A;71
2024-01-24 19:00:00;Produto C;80
2024-04-09 06:00:00;Produto A;71
2024-07-30 20:00:00;Produto C;27
2024-01-12 13:00:00;Produto A;78
2024-10-21 03:00:00;Produto A;78
2024-03-19 15:00:00;Produto C;44
2024-02-22 17:00:00;Produto B;33
2024-11-08 03:00:00;Produto B;33
2024-02-13 08:00:00;Produto A;44
2024-12-02 09:00:00;Produto C;20
2024-04-24 16:00:00;Produto B;36
2024-12-08 05:00:00;Produto C;7
2024-07-09 09:00:00;Produto B;32
2024-09-21 17:00:00;Produto C;67
2024-04-08 01:00:00;Produto A;39
2024-11-05 21:00:00;Produto C;93
2024-07-18 23:00:00;Produto B;24
2024-01-29 14:00:00;Produto A;86
2024-12-19 04:00:00;Produto C;70
2024-07-19 11:00:00;Produto B;88
2024-08-10 18:00:00;Produto A;87
2024-07-29 03:00:00;Produto C;54
2024-04-11 04:00:00;Produto B;38
2024-08-01 14:00:00;Produto C;74
2024-12-08 12:00:00;Produto C;80
2024-11-21 13:00:00;Produto A;75
2024-05-19 20:00:00;Produto A;32
2024-12-28 19:00:00;Produto B;45
2024-10-29 18:00:00;Produto A;61
2024-09-29 12:00:00;Produto B;70
2024-01-02 14:00:00;Produto C;88
2024-05-19 06:00:00;Produto C;97
2024-04-28 12:00:00;Produto B;53
2024-02-15 18:00:00;Produto C;51
2024-10-19 19:00:00;Produto A;76
2024-03-16 23:00:00;Produto C;56
2024-05-11 11:00:00;Produto A;27
2024-05-08 21:00:00;Produto B;38
2024-08-23 18:00:00;Produto B;62
2024-06-06 10:00:00;Produto C;18
2024-04-30 16:00:00;Produto C;64
2024-02-11 04:00:00;Produto A;77
2024-06-20 12:00:00;Produto A;30
2024-09-25 14:00:00;Produto C;49
2024-06-23 03:00:00;Produto C;41
2024-03-11 02:00:00;Produto B;13
2024-08-22 10:00:00;Produto B;34
2024-11-05 08:00:00;Produto B;94
2024-02-08 21:00:00;Produto C;25
2024-05-29 22:00:00;Produto C;66
2024-03-23 12:00:00;Produto C;18
2024-05-07 08:00:00;Produto B;5
2024-02-02 23:00:00;Produto C;19
2024-08-12 14:00:00;Produto A;42
2024-10-03 11:00:00;Produto C;18
2024-04-03 23:00:00;Produto C;32
2024-05-30 10:00:00;Produto C;21
2024-03-07 23:00:00;Produto C;10
2024-08-03 19:00:00;Produto C;37
2024-09-30 21:00:00;Produto A;49
2024-02-11 00:00:00;Produto A;86
2024-08-28 16:00:00;Produto C;13
2024-06-02 04:00:00;Produto B;55
2024-05-20 20:00:00;Produto C;17
2024-12-28 23:00:00;Produto C;9
2024-02-13 18:00:00;Produto C;88
2024-05-31 09:00:00;Produto B;44
2024-09-21 06:00:00;Produto B;78
2024-02-09 23:00:00;Produto B;46
2024-09-09 11:00:00;Produto A;8
2024-08-23 15:00:00;Produto B;37
2024-07-05 09:00:00;Produto A;19
2024-05-02 18:00:00;Produto A;63
2024-11-17 21:00:00;Produto B;92
2024-01-22 22:00:00;Produto B;46
2024-05-14 08:00:00;Produto B;94
2024-03-19 03:00:00;Produto A;71
2024-03-14 11:00:00;Produto C;26
2024-12-29 00:00:00;Produto B;46
2024-08-29 13:00:00;Produto B;46
2024-10-22 19:00:00;Produto B;75
2024-07-31 21:00:00;Produto A;14
2024-10-03 20:00:00;Produto A;85
2024-01-05 20:00:00;Produto C;63
2024-04-11 09:00:00;Produto B;72
2024-08-15 15:00:00;Produto A;3
2024-01-25 07:00:00;Produto C;28
2024-12-23 18:00:00;Produto B;29
2024-06-06 20:00:00;Produto A;87
2024-06-22 15:00:00;Produto B;18
